Tweet,Message,Match,Polarity
2450, RT    Extremely excited and blessed to announce that I will be continuing my education and baseball career at South Dakota State,excited,positive
2451, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2452, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2453, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2454, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2455, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2456, RT    UW Madison opens dorm to health care workers serving on front lines of COVID 19,NONE,neutral
2457, RT    Rise For Education MSEUF is an alliance that seeks to unite students and other members of the Manuel S  Enverga Univers,NONE,neutral
2458, RT    UW Madison opens dorm to health care workers serving on front lines of COVID 19,NONE,neutral
2459, RT    UW Madison opens dorm to health care workers serving on front lines of COVID 19,NONE,neutral
2460, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2461, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2462, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2463, RT    This online education system is a complete flop  University s purpose is to educate not to complete their credit hours,NONE,neutral
2464, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2465, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2466, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2467, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2468, RT    Today we have Emma Bough  Her future plans following high school include her education and playing Division I soccer at Niag,NONE,neutral
2469, RT    UW Madison opens dorm to health care workers serving on front lines of COVID 19,NONE,neutral
2470, RT    Here is our final climate wall where we talk about  some of the possible future scenarios relating to climate change,NONE,neutral
2471, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2472, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2473, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2474, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2475, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2476, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2477, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2478, UTME requirements for Education and Economics       Twitter  UTME C2 A0requirements 20for C2,NONE,neutral
2479, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2480, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2481, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2482, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2483, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2484, Nearly 100 folx watched my defense   in the US from AK to DE  internationally from Aotearoa to Canada  even the Net,NONE,neutral
2485, As much as I believe that education changes life  I believe even more strongly that lives do  and should  change ed,NONE,neutral
2486, Northwestern University education,NONE,neutral
2487, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2488, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2489, RT    Congratulations to SBRHS senior Jessica Albin who will be attending Bridgwater State University in the fall to major in,NONE,neutral
2490, RT    SBRHS senior Grace Wilson will be attending Bridgewater State University in the fall to major in Elementary and Special,NONE,neutral
2491, Indonesia university of education,NONE,neutral
2492, Torrens University leads the first ever Australian Virtual Careers Expo this May   This is a time when higher educa,leads,positive
2493, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2494, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2495, No   amp  I thought it would be a lil more successful using the university app bc at least i d search,successful,positive
2496, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2497, RT    Bulldog Senior Elena Belle Thompson plans to attend Itawamba Community College to study marketing then further her edu,NONE,neutral
2498, Jahangir tareen was graduate without degree or certificates before Joining PTI and after 3 year of h,NONE,neutral
2499, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2500, RT    This crisis is hitting higher education all over the Country  To get through this we need to increase state support for public,NONE,neutral
2501, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2502, RT   canales  I am beyond blessed and thankful to announce that I am committed to receive my education and play DI baseball at the Uni,thankful,positive
2503, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2504, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2505, RT    I know it s been a hobby horse of mine but surely now is the time to start integrating senior secondary school education a,NONE,neutral
2506, RT    These are the 5 best universities in the emerging economies    education  university,best,positive
2507, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2508, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2509, RT    Going to a 4 year university can be costly  And it might not give you that job security you desire   But thankfully  you,costly,negative
2510, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2511, RT    DLSU prides itself as a university that prioritizes its students  mental health  provides inclusive and quality educatio,NONE,neutral
2512, RT     Best practice sharing on virtual learning  Join our webinar on April  8 at 3 PM CEST and discuss  remote training  amp  educat,best,positive
2513, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2514, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2515, RT    Next senior is Kelsie Gerhardt  She will be attending Eastern Illinois University to study Special Education   https,NONE,neutral
2516, DLSU prides itself as a university that prioritizes its students  mental health  provides inclusive and quality edu,NONE,neutral
2517, RT    Interested in winning a  1000 scholarship   Located in sunny South Florida  a variety of degree programs  sports  small c,"winning,variety",positive
2518, RT    This crisis is hitting higher education all over the Country  To get through this we need to increase state support for public,NONE,neutral
2519, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2520, RT    This crisis is hitting higher education all over the Country  To get through this we need to increase state support for public,NONE,neutral
2521, RT    Blessed to receive my first offer from the University Of Mary to play football and further my education   Redflag  AGTG ht,NONE,neutral
2522, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2523, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2524, Seems u r expert in all fields   kindly disclose what exactly u r education    In which field from which university,kindly,positive
2525, The Art of Education University   It s Time To Lead a Mural Project   via,lead,positive
2526, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2527, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2528, RT     I m extremely blessed and excited to announce that I will be continuing my education and softball career at Nicholls Stat,excited,positive
2529, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2530, RT    This crisis is hitting higher education all over the Country  To get through this we need to increase state support for public,NONE,neutral
2531, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2532, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2533, RT    Dr Paul Dhinakaran  Chancellor of Karunya Deemed University  Coimbatore  has graciously provided the property of Karunya E,graciously,positive
2534, RT    Proud to announce that I will further my education and play basketball at the University of Nebraska  Excited to join t,"proud,excited",positive
2535, Study abroad programs have been thrown into a state of flux during the coronavirus pandemic    We re watching the w,NONE,neutral
2536, RT    Blessed to receive my first offer from the University Of Mary to play football and further my education   Redflag  AGTG ht,NONE,neutral
2537, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2538, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2539, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2540, RT    Calgary Board of Education says fee refunds won t come until May or June,won,positive
2541, RT    Looking to learn  and get CE credits  from home  Sign up for our next teleseminar  Dispelling Dysplasia  The course covers the c,NONE,neutral
2542, RT    Blessed to receive my first offer from the University Of Mary to play football and further my education   Redflag  AGTG ht,NONE,neutral
2543, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2544, Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge,"excited,commitment",positive
2545, We re hiring  Read about our latest job opening here  Student      LomaLinda  CA  Education,NONE,neutral
2546, RT    Goodwin  J   Kilty  C   Harman  M  and Horgan  A   2020    There need to be a balance   Mental health nurses  perspectives on me,NONE,neutral
2547, RT   canales  I am beyond blessed and thankful to announce that I am committed to receive my education and play DI baseball at the Uni,thankful,positive
2548, RT    UW Madison opens dorm to health care workers serving on front lines of COVID 19,NONE,neutral
2549, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2550, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2551, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2552, RT     If after a university education you think 5G causes  Coronavirus  Unless you know it is a lie but just decided to be evil or,"lie,evil",negative
2553, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
2554, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
2555, UW Madison opens dorm to health care workers serving on front lines of COVID 19,NONE,neutral
2556, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2557, University of Minnesota moves up housing  dining prorated refund start date,refund,positive
2558, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2559, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2560, RT    Since when does an undergraduate drop out teach university classes  She diesn t even know how to compose a CV  the one at,NONE,neutral
2561, RT   Culture                                                               The aim and functions of University education should be to,NONE,neutral
2562, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2563, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2564, RT    This crisis is hitting higher education all over the Country  To get through this we need to increase state support for public,NONE,neutral
2565, RT       laid off 25 000 education workers in a pandemic  amp  then found  7 billion for the Keystone XL pipeline   Even bef,NONE,neutral
2566, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2567, Yes I almost transferred to Oakland University and changed my major to art education so I could be a,NONE,neutral
2568, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2569, RT      Big Quincy Ballard of Quality Education Academy has recieved an offer from The University of Maryland,NONE,neutral
2570, Big Quincy Ballard of Quality Education Academy has recieved an offer from The University of Maryland,NONE,neutral
2571, RT    Just starting to dig into this amazing article and research  I expect a lot more interesting details and outcomes to emer,"amazing,interesting",positive
2572, Update     33 8 million come from MoD s Education Budget  Anyone knows what kind level of  education  usually funde,NONE,neutral
2573, RT    Expand Your Employment Opportunities with the World Leaders in Blockchain Education  University of Nicosia,NONE,neutral
2574, RT    This crisis is hitting higher education all over the Country  To get through this we need to increase state support for public,NONE,neutral
2575, RT   canales  I am beyond blessed and thankful to announce that I am committed to receive my education and play DI baseball at the Uni,thankful,positive
2576, Calgary Board of Education says fee refunds won t come until May or June   CBC News,won,positive
2577, Help sign this petition to help students at MSU who are experiencing financial hardships to pay their tuition bills,hardships,negative
2578, RT    I m blessed    and humbled to be offered to play football and further my education at Washington State University,NONE,neutral
2579, RT      Quality Education Academy s Quincy Ballard 7 0  just received an offer from NC State University,NONE,neutral
2580, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2581, Calgary Board of Education says fee refunds won t come until May or June,won,positive
2582, RT    Due to increased activity levels Mastercam University is running slower than usual  We are working on fixing this ASAP  Than,slower,negative
2583, RT   khand  Emergency Restructuring of a General Surgery Residency Program During the Coronavirus Disease 2019 Pandemic  The Univers,NONE,neutral
2584, USMCA REPORTS  A comprehensive list of the latest reports on the  usmca from reputable sources,"comprehensive,reputable",positive
2585, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2586, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2587, I keep saying it Additionally  at least half the students at university have no business being there,NONE,neutral
2588, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2589, The Department of Education s Office of Civil Rights  OCR  is investigating Yale University after a male student fr,NONE,neutral
2590, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2591, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2592, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2593, RT    Moody s   Covid 19 puts pressure on higher education finances   We expect rated universities in all of our current juri,moody,negative
2594, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2595, RT   kpai  I like to thank everyone who have given me a chance to continue my education and do what I love at the next level  With that be,"like,thank,love",positive
2596, Just starting to dig into this amazing article and research  I expect a lot more interesting details and outcomes t,"amazing,interesting",positive
2597, RT     Hello i m Davon Stephens a Graduate Student at Virginia State University obtaining my Master s in Counselors Education,master,positive
2598, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2599, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2600, RT      Quality Education Academy s Quincy Ballard 7 0  just received an offer from NC State University,NONE,neutral
2601, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2602, RT    ever since i decided to go to university in my mid 20s  i ve had a lot of people tell me they want to go back but feel too,NONE,neutral
2603, Hi  my name is Jaydyn and I am a senior at the University Montana Western Studying Elementary Education,NONE,neutral
2604, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2605, RT     It is a very sad decision  We all have very heavy hearts   said Shawn Wall  dean of the MSU College of Arts and Letters,sad,negative
2606, RT    some very interesting comments by Brian Schmidt here    We know in downturns young turn to educat,NONE,neutral
2607, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2608, RT    Parents and teachers    has created a  ClimateChange education resource for kids  featuring activities  games  action,NONE,neutral
2609, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2610, RT   ED  UPDATE  We are pleased to announce that the Summer 2020 Master of Education Dyslexia Therapy Program at the University of West,"pleased,master",positive
2611, RT      5 Suggestions to Sonia Gandhi from an Indian born    1  Please learn better Hindi 2  Please send Rahul Gandhi,better,positive
2612, RT    Extremely excited and blessed to announce that I will be continuing my education and baseball career at South Dakota State,excited,positive
2613, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2614, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2615, RT       Happy  GraduationFromHome    Robotics Style 2020           Tokyo  Japan  Education  University  Academia  GradSchool  Grad,happy,positive
2616, Since my husband is taking  Saving Schools  Reforming the US Education System  online through Harvard University  I,reforming,positive
2617, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2618, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2619, Congratulations to SBRHS senior Jessica Albin who will be attending Bridgwater State University in the fall to majo,NONE,neutral
2620, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2621, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2622, Something AAU or some other higher education institution should do in  Ethiopia   Trent University Offers Temporary,NONE,neutral
2623, RT    Marcos Antonio De La Garza studies  ComputerScience and  Business at Rice University  He was also one of the 2019 Finalists fo,NONE,neutral
2624, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2625, RT    Attn   Higher Education  Canada,NONE,neutral
2626, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2627, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2628, RT    This crisis is hitting higher education all over the Country  To get through this we need to increase state support for public,NONE,neutral
2629, RT    My piece in   today on university funding  Uni fees should be higher    auspol  ausecon  co,NONE,neutral
2630, Free coding education in the time of Covid 19 by Stanford University  Student application deadline  April 8th,free,positive
2631, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2632, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2633, RT    At Friends University  we believe higher education has a higher purpose  A community that fosters personal growth and persona,NONE,neutral
2634, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2635, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2636, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2637, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2638, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2639, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2640, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
2641, RT     13 000 000 in taxpayer funds could be going to families across the nation struggling to put food on the table in the mid,struggling,negative
2642, RT   khand  Emergency Restructuring of a General Surgery Residency Program During the Coronavirus Disease 2019 Pandemic  The Univers,NONE,neutral
2643, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2644, RT    SBRHS senior Grace Wilson will be attending Bridgewater State University in the fall to major in Elementary and Special,NONE,neutral
2645, RT    Introducing Elizabeth Loertscher   Elizabeth has been working with the Bioscience PhD Programs since 2013 and has been,NONE,neutral
2646, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2647, RT   meyer2  I am excited to announce my commitment to further my education and basketball career at South Dakota State University   I,"excited,commitment",positive
2648, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2649, RT    Former CCC Tiger Marcus Summerville had an outstanding year for Fisk University  Summerville made the Association of Ind,outstanding,positive
2650, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2651, RT     Hello i m Davon Stephens a Graduate Student at Virginia State University obtaining my Master s in Counselors Education,master,positive
2652, RT   khand  Emergency Restructuring of a General Surgery Residency Program During the Coronavirus Disease 2019 Pandemic  The Univers,NONE,neutral
2653, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2654, RT   khand  Emergency Restructuring of a General Surgery Residency Program During the Coronavirus Disease 2019 Pandemic  The Univers,NONE,neutral
2655, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2656, RT     I m so thankful for this opportunity to continue my education while playing both indoor and beach volleyball at Park Uni,thankful,positive
2657, RT    SBRHS senior Grace Wilson will be attending Bridgewater State University in the fall to major in Elementary and Special,NONE,neutral
2658, RT    Have you registered for our  webinar tomorrow at 2pm    We will be joined by    Partner with   Canada  to discuss f,NONE,neutral
2659, RT   Johnston9  Very proud and excited to announce my commitment to further my education and hockey career at St  Cloud State Universit,"proud,excited,commitment",positive
2660, RT    I m excited to share that I finally made a decision and have officially committed to the University of Michigan where I ll,excited,positive
2661, RT              A1 We re still in  get the word out  mode  Having fre,NONE,neutral
2662, RT      Who is talking about the West here  I have students in schools  guess when I am relieved  When they get into un,NONE,neutral
2663, Can it be a sham for profit university that we found just in time to launder your tax free gift  We mig,NONE,neutral
2664, RT    Une femme du Canada va demander   sa m re de 82 ans ce dont elle a besoin et elle l accueille comme  a,NONE,neutral
2665, renati       IBARRA Because we have Trump in Canada  i he,trump,positive
2666, RT   desylva    I think it dates back to the democratic  experiment   when the US separated from Britain  Which was great  But I,great,positive
2667, Alright         twitchclips  twitchaffiliate  SupportSmallStreamers  Canada  gamingcommunity,NONE,neutral
2668, USA Love           Where was this unseen groundswe,love,positive
2669, 10,NONE,neutral
2670, RT   Williams01   AGTG Blessed to receive my 20th offer from the UNIVERSITY of NEBRASKA  cornhuskers,NONE,neutral
2671, RT    This is an embarrassing defence of Tam   The fact he tries to justify Tam s performance of the past few months makes me,embarrassing,negative
2672, RT   sheldon  So   says we are  All in this together     And then the Coalition vote down amendments to extend the  J,NONE,neutral
2673, RT    in 1983 you backed the first vermont gay pride march    in 1972 you protested alongside women for their right to abortion    i,"pride,right",positive
2674, BREAKING  Global  COVID19 cases surpass 1 5 million  John Hopkins University,NONE,neutral
2675, DontTestDontTell  DontTestDontKnow    COVID19ON  COVIDOntario  COVIDToronto,NONE,neutral
2676, RT    update for people her name is zhong feifei  shes chinese congolese and she studied at john hopkins university,NONE,neutral
2677, Keeping track  Companies from China that are seeking approval from Health Canada  for sale or import in Canada of,approval,positive
2678, BREAKING  Global  COVID19 cases surpass 1 5 million  John Hopkins University,NONE,neutral
2679, RT      Leeming And that is why Cambridge University have banned  beef and  lamb   vegan  climatechange,NONE,neutral
2680, RT    Man  this is damning   With hindsight  I m sure there are lots of things that we could have done differently   PM Trudeau,damning,negative
2681, RT    Business as usual for Canada Geese who have long maintained a two metres rule at this time of year  From the quiet of Wa,quiet,positive
2682, RT    I asked Transport Canada for the numbers of arrivals from China since December 2019   They told me they don t understan,NONE,neutral
2683, Canada s unions call on banks to reduce credit card interest rates for all,NONE,neutral
2684, RT    Cornell University scientists found a significant difference in how C  michiganensis colonized the xylem in wild tomat,NONE,neutral
2685, COVID 19   Doug Ford r clame une hausse imm diate du nombre de tests,NONE,neutral
2686, RT    They responded to our criticism with a rope and a prison  and instead of building a university and a factory  they just built,"criticism,prison",negative
2687, RT    A University  if they do research anyway  should be looking at supporting interventions to solve the problem  That s w,NONE,neutral
2688, RT          Canada Thank you Andr   I m getting tired of people calling for the heads of our public,NONE,neutral
2689, St  Mary s University  TX         Digital Media and Marketing Graduate Assistantship,NONE,neutral
2690, RT    Buenas noticias  Investigadores de Oxford anuncian que  si todo sale bien  una vacuna contra el coronavirus podr a est,NONE,neutral
2691, RT    Virginia Tech busy in Texas today  offering Del Valle RB Tavi Dunlap,NONE,neutral
2692, Canada is doing way better then this BS SHITSHOW,NONE,neutral
2693, RT    have the exams successfully carried on  This would help mitigate the would be chaos  as the university has three in takes  o,NONE,neutral
2694, RT    Trudeau didn t order mandatory quarantine from China and other hotspots hotspots because he claimed he didn t have the reso,NONE,neutral
2695, In my newest video I m talking about what no one told me about being Black in college  specific to Boston Universit,NONE,neutral
2696, RT   viper  Spring is here to brighten everyones day  What better way to brighten everyones day then to launch our new SPRING GIVEAW,"brighten,better",positive
2697, RT    Trump s approval rating in the Monmouth University poll has been 40  44  each month except March 2020  The more Trump ap,"trump,approval",positive
2698, RT      Translation  Team Trudeau is taking a pounding for their inept handling of the pandemic  So His paid media qu,inept,negative
2699, RT    Most coronavirus deaths  Italy  17 669 Spain  14 684 US  14 262 France  10 869 UK  7 097 Iran  4 003 China  3 333 Nethe,NONE,neutral
2700, Brazil Colombia Japan Greece Canada,NONE,neutral
2701, RT     CoronavirusInSA UCT says the first student to test positive for COVID 19 at the university has fully recovered  UCT curre,positive,positive
2702, RT    Most coronavirus deaths  Italy  17 669 Spain  14 684 US  14 262 France  10 869 UK  7 097 Iran  4 003 China  3 333 Nethe,NONE,neutral
2703, RT    The founder of Trump University  who committed tax fraud and who voted by mail  says Americans shouldn t vote by mail  whi,NONE,neutral
2704, RT    The founder of Trump University  who committed tax fraud and who voted by mail  says Americans shouldn t vote by mail  whi,NONE,neutral
2705, He graduated from university in Ethiopia in 1986 with a degree in biology and went to work as a health official in,work,positive
2706, RT    As  CODVID19 started to spread in Canada  Tam and the Trudeau  Liberals were more concerned about the perception of raci,concerned,negative
2707, McDavid 97 Canada  If a 3rd import slot opens up,NONE,neutral
2708, RT      Leeming According to the University of Oxford  Going  Vegan is the single biggest thing anyone of us can do to halt,NONE,neutral
2709, RT      New LSU Offer   Number 1 QB for 2022 class,NONE,neutral
2710, RT    Trump keeps talking about  Hydroxychloroquine so much people are starting to think he has money in it  But if his fake ass,NONE,neutral
2711, RT    Interesting to see some people saying  no country was prepared  and  everyone was caught off guard   That is wrong  Th,NONE,neutral
2712, RT    Canada South Korea USA Japan Australia France  you name any country  all admire   to the core  There is no g,admire,positive
2713, Due to a lack of widespread testing and other factors  it s difficult to track just how many people have recovered,"lack,difficult",negative
2714, RT      Maclean s magazine reported that 1 million Canadians returned to Canada the third week in March  I think tha,NONE,neutral
